,#loc_id,ags,ascii,name,lat,lon,amt,plz,vorwahl,einwohner,flaeche,kz,typ,level,of,invalid
10648,20282,12068280,LINDOW,Lindow (Mark),52.97128000000001,12.98514,Amt Lindow (Mark),16835,033933,3068.0,66.0,OPR,Stadt,6.0,545.0,
10652,21545,12068320,NEURUPPIN,Neuruppin,52.91543000000001,12.79893,,16816,03391,32145.0,303.32,OPR,Stadt,6.0,545.0,
10653,21566,12068324,NEUSTADT,Neustadt (Dosse),52.851308650767706,12.430295925903499,Amt Neustadt (Dosse),16845,033970,4013.0,76.0,OPR,Stadt,6.0,545.0,
10654,23064,12068353,RHEINSBERG,Rheinsberg,53.09669,12.8971300000001,Amt Rheinsberg,16831,033931,8622.0,259.0,OPR,Stadt,6.0,545.0,
10683,26332,12068468,WITTSTOCK,Wittstock / Dosse,53.16421,12.48607,,16909,03394,12022.0,428.0,OPR,Stadt,6.0,545.0,
10684,16677,12068468,FREYENSTEIN,Freyenstein,53.28494203672971,12.3495708465576,,16918,033967,,,OPR,Stadt,8.0,26332.0,
10704,14197,12069017,BEELITZ,"Beelitz, Mark",52.23908,12.97012,,14547,033204,12318.0,180.0,PM,Stadt,6.0,549.0,
10707,14262,12069020,BELZIG,Belzig,52.14304,12.593630000000001,Amt Belzig,14806,033841,11407.0,235.0,PM,Stadt,6.0,549.0,
10713,15025,12069076,BRUECK,"Brück, Mark",52.186777204009196,12.761043386230499,Amt Brück,14822,033844,3885.0,86.0,PM,Stadt,6.0,549.0,
10727,18008,12069270,HAVELSEE,Havelsee,52.5002156304533,12.466528338622998,Amt Beetzsee,"14798,",033834,3438.0,66.61,PM,Stadt,6.0,549.0,
10739,21715,12069448,NIEMEGK,Niemegk,52.07319833123,12.6944639205933,Amt Niemegk,14823,033843,2327.0,45.0,PM,Stadt,6.0,549.0,
10756,24876,12069616,TELTOW,Teltow,52.39584,13.27631,,14513,03328,19541.0,22.0,PM,Stadt,6.0,549.0,
10757,25085,12069632,TREUENBRIETZEN,Treuenbrietzen,52.09135801766271,12.865523322753901,Amt Treuenbrietzen,14929,033748,7780.0,167.0,PM,Stadt,6.0,549.0,
10760,25968,12069656,WERDER,Werder (Havel),52.3708,12.93238,,14542,03327,22611.0,116.0,PM,Stadt,6.0,549.0,
10766,26621,12069696,ZIESAR,Ziesar,52.2667045197197,12.287038306884801,Amt Ziesar,14793,033830,2910.0,67.0,PM,Stadt,6.0,549.0,
10768,14012,12070008,BAD WILSNACK,Bad Wilsnack,52.95791151788771,11.9477684020997,Amt Bad Wilsnack/Weisen,19336,038791,2982.0,79.0,PR,Stadt,6.0,554.0,
10815,20149,12070244,LENZEN,Lenzen (Elbe),53.09811,11.47874,Amt Lenzen-Elbtalaue,19309,038792,2363.0,96.0,PR,Stadt,6.0,554.0,
10822,20902,12070280,MEYENBURG,"Meyenburg, Prignitz",53.31276999999999,12.24225,Amt Meyenburg,16945,033968,2663.0,50.0,PR,Stadt,6.0,554.0,
10823,22379,12070296,PERLEBERG,Perleberg,53.074569999999994,11.855939999999999,,19348,03876,13606.0,138.0,PR,Stadt,6.0,554.0,
10834,22647,12070316,PRITZWALK,Pritzwalk,53.150459999999995,12.17707,,16928,03395,13875.0,172.0,PR,Stadt,6.0,554.0,
10845,22688,12070325,PUTLITZ,Putlitz,53.246140000000004,12.04267,Amt Pulitz-Berge,16949,033981,3193.0,118.0,PR,Stadt,6.0,554.0,
10849,26308,12070424,WITTENBERGE,"Wittenberge, Prignitz",53.0043387345928,11.7471675872803,,19322,03877,20120.0,50.0,PR,Stadt,6.0,554.0,
10854,15679,12071044,DOEBERN,"Döbern, Niederlausitz",51.61651,14.59966,Amt Döbern-Land,03159,035600,4047.0,16.0,SPN,Stadt,6.0,559.0,
10856,15804,12071057,DREBKAU,Drebkau,51.6524,14.2245800000001,,03116,035602,6508.0,143.0,SPN,Stadt,6.0,559.0,
10860,16578,12071076,FORST,Forst (Lausitz),51.73292,14.632420000000002,,03149,03562,22781.0,110.0,SPN,Stadt,6.0,559.0,
10862,17644,12071160,GUBEN,Guben,51.950790000000005,14.70258,,03172,03561,21804.0,44.0,SPN,Stadt,6.0,559.0,
10888,22358,12071304,PEITZ,Peitz,51.85635,14.41107,Amt Peitz,03185,035601,5375.0,13.0,SPN,Stadt,6.0,559.0,
10898,24424,12071372,SPREMBERG,"Spremberg, Niederlausitz",51.57059,14.375720000000001,,03130,03563,26348.0,180.0,SPN,Stadt,6.0,559.0,
10908,25925,12071408,WELZOW,Welzow,51.5804,14.17251,Amt Welzow,03119,035751,4227.0,24.0,SPN,Stadt,6.0,559.0,
10921,14132,12072014,BARUTH,Baruth / Mark,52.04535,13.50201,,15837,033704,4523.0,234.0,TF,Stadt,6.0,562.0,
10928,15391,12072053,DAHME,Dahme / Mark,51.8694294100128,13.426819783020198,Amt Dahme / Mark,15936,035451,4961.0,163.0,TF,Stadt,6.0,562.0,
10935,18990,12072169,JUETERBOG,Jüterbog,51.9963715338045,13.0752029153442,,14913,03372,13604.0,176.0,TF,Stadt,6.0,562.0,
10936,20416,12072232,LUCKENWALDE,Luckenwalde,52.09016,13.16291,,14943,03371,21570.0,47.0,TF,Stadt,6.0,562.0,
10937,20424,12072240,LUDWIGSFELDE,Ludwigsfelde,52.30103,13.25978,,14974,03378,24260.0,109.0,TF,Stadt,6.0,562.0,
10946,25058,12072426,TREBBIN,Trebbin,52.21817,13.2247600000001,Amt Trebbin,14959,033731,6433.0,126.0,TF,Stadt,6.0,562.0,
10950,26661,12072477,ZOSSEN,Zossen bei Berlin,52.2170681037282,13.453776550293,Amt Zossen,15806,03377,16310.0,180.0,TF,Stadt,6.0,562.0,
10958,13681,12073008,ANGERMUENDE,Angermünde,53.01315,13.99661,,16278,03331,9616.0,327.0,UM,Stadt,6.0,309.0,
10978,17332,12073008,GREIFFENBERG,Greiffenberg,53.08778,13.95449,,16278,033334,,,UM,Stadt,8.0,13681.0,
10981,15040,12073085,BRUESSOW,"Brüssow, Uckermark",53.400619999999996,14.126370000000001,Amt Brüssow (Uckermark),17326,039742,2540.0,101.0,UM,Stadt,6.0,309.0,
10990,16843,12073189,GARTZ,Gartz (Oder),53.209740000000004,14.3849700000001,Amt Gartz (Oder),16307,033332,2669.0,60.0,UM,Stadt,6.0,309.0,
11001,20519,12073384,LYCHEN,Lychen,53.216280000000005,13.31073,,17279,039888,3967.0,111.0,UM,Stadt,6.0,309.0,
11012,22612,12073452,PRENZLAU,Prenzlau,53.31758000000001,13.862789999999999,,17291,03984,21039.0,150.0,UM,Stadt,6.0,309.0,
11017,24053,12073532,SCHWEDT,Schwedt / Oder,53.065780000000004,14.27026,,16303,03332,37940.0,199.0,UM,Stadt,6.0,309.0,
11018,25401,12073532,VIERRADEN,Vierraden,53.09809,14.303939999999999,,"16303,16306",,,,UM,Stadt,8.0,24053.0,
11023,24882,12073572,TEMPLIN,Templin,53.117137870793705,13.498497962951697,,17268,03987,13681.0,377.0,UM,Stadt,6.0,309.0,
11045,296,13071,NEUBRANDENBURG,Mecklenburgische Seenplatte,53.566559999999996,13.26949,,,,,86.0,NB,Stadt,5.0,115.0,1.0
11049,307,13004,SCHWERIN,Schwerin,53.632562039370896,11.414125079345698,,,,,130.0,SN,Stadt,5.0,115.0,
11102,23012,13072085,RERIK,Ostseebad Rerik,54.104659999999996,11.61383,Amt Neubukow-Salzhaff,18230,038294,2398.0,33.0,DBR,Stadt,6.0,538.0,
11150,15441,13071027,DARGUN,Dargun,53.901911,12.85675,Amt Dargun,17159,039959,4995.0,117.0,DM,Stadt,6.0,543.0,
11156,15506,13071029,DEMMIN,"Demmin, Hansestadt",53.906009999999995,13.048680000000001,,17109,03998,12912.0,82.0,DM,Stadt,6.0,543.0,
11199,23041,13071142,STAVENHAGEN,"Stavenhagen, Reuterstadt",53.699959,12.909622,,17153,039954,5951.0,41.0,DM,Stadt,6.0,543.0,
11238,17117,13072035,GNOIEN,Gnoien,53.972647222503205,12.705409537017902,Amt Gnoien,17179,039971,3466.0,41.08,GÜ,Stadt,6.0,286.0,
12077,499,14511,CHEMNITZ,Chemnitz,50.8333,12.9167,,,,,221.0,C,Stadt,5.0,184.0,
12078,15292,14511000,CHEMNITZ,Chemnitz,50.8333,12.9167,,"09028,09030,09111,09112,09113,09114,09116,09117,09119,09120,09122,09123,09125,09126,09127,09128,09130,09131,09228",0371,248365.0,221.0,C,Stadt,6.0,499.0,
12079,504,14166,PLAUEN,Plauen,50.5,12.1333,,,,,0.0,PL,Stadt,5.0,80869.0,1.0
12080,22488,14523320,PLAUEN,"Plauen, Vogtland",50.5,12.1333,,"08523,08525,08527,08529",03741,69422.0,102.0,PL,Stadt,6.0,250.0,
12081,509,14524,ZWICKAU,Zwickau,50.7333,12.5,,,,,0.0,Z,Stadt,6.0,253.0,
12082,26691,14524330,ZWICKAU,Zwickau,50.7333,12.5,,"08056,08058,08060,08062,08064,08066",0375,98742.0,103.0,Z,Stadt,6.0,253.0,
12084,13688,14521020,ANNABERG-BUCHHOLZ,Annaberg-Buchholz,50.5667,13.0,,09456,03733,23147.0,28.0,ERZ,Stadt,6.0,484.0,
12087,16015,14521160,EHRENFRIEDERSDORF,Ehrenfriedersdorf,50.65,12.95,,09427,037341,5524.0,16.0,ANA,Stadt,6.0,484.0,
12088,16160,14521180,ELTERLEIN,Elterlein,50.5833,12.8667,Verwaltungsgemeinschaft Geyer,09481,037349,3378.0,46.0,ANA,Stadt,6.0,484.0,
12090,17012,14521210,GEYER,Geyer,50.6333,12.9333,Verwaltungsgemeinschaft Geyer,09468,037346,4260.0,19.0,ANA,Stadt,6.0,484.0,
12091,18965,14521330,JOEHSTADT,Jöhstadt,50.5167,13.1,,09477,037343,3381.0,50.0,ANA,Stadt,6.0,484.0,
12095,23643,14521510,SCHEIBENBERG,"Scheibenberg, Erzgebirge",50.5333,12.9167,Verwaltungsgemeinschaft Scheibenberg - Schlettau,09481,037349,2440.0,9.0,ANA,Stadt,6.0,484.0,
12096,23751,14521520,SCHLETTAU,"Schlettau, Erzgebirge",50.5667,12.95,Verwaltungsgemeinschaft Scheibenberg - Schlettau,09487,037349,2772.0,21.0,ANA,Stadt,6.0,484.0,
12099,24966,14521640,THUM,"Thum, Erzgebirge",50.6833,12.9667,,09419,037297,6070.0,19.0,ANA,Stadt,6.0,484.0,
12105,17078,14524080,GLAUCHAU,Glauchau,50.8167,12.5333,,08371,03763,26323.0,51.0,Z,Stadt,6.0,253.0,
12106,18543,14524120,HOHENSTEIN-ERNSTTHAL,Hohenstein-Ernstthal,50.8,12.7167,,09337,03723,16892.0,18.0,Z,Stadt,6.0,253.0,
12107,20201,14524160,LICHTENSTEIN,Lichtenstein / Sachsen,50.75,12.65,Verwaltungsgemeinschaft Lichtenstein,09350,037204,13649.0,15.0,Z,Stadt,6.0,253.0,
12108,20247,14524180,LIMBACH-OBERFROHNA,Limbach-Oberfrohna,50.8667,12.75,Verwaltungsgemeinschaft Limbach-Oberfrohna,09212,03722,27043.0,50.0,Z,Stadt,6.0,253.0,
12109,20755,14524190,MEERANE,Meerane,50.85,12.4667,Verwaltungsgemeinschaft Meerane,08393,03764,18173.0,20.0,Z,Stadt,6.0,253.0,
12111,21934,14524230,OBERLUNGWITZ,Oberlungwitz,50.7833,12.7167,,09353,03723,7008.0,15.0,Z,Stadt,6.0,253.0,
12116,25568,14524290,WALDENBURG,"Waldenburg, Sachsen",50.8833,12.6,Verwaltungsgemeinschaft Waldenburg,08396,037608,4725.0,25.0,Z,Stadt,6.0,253.0,
12118,13814,14522020,AUGUSTUSBURG,Augustusburg,50.8167,13.1,,09573,037291,5232.0,23.0,FG,Stadt,6.0,496.0,
12120,14853,14522050,BRAND-ERBISDORF,Brand-Erbisdorf,50.8667,13.3333,Verwaltungsgemeinschaft Brand-Erbisdorf,09618,037322,11761.0,46.0,FG,Stadt,6.0,496.0,
12124,16543,14522140,FLOEHA,Flöha,50.8561,13.0741,Verwaltungsgemeinschaft Flöha,09557,03726,10702.0,19.0,FG,Stadt,6.0,496.0,
12126,16617,14522170,FRAUENSTEIN,"Frauenstein, Sachsen",50.80193,13.536779999999998,,09623,037326,3425.0,59.0,FG,Stadt,6.0,496.0,
12127,16630,14522180,FREIBERG,"Freiberg, Sachsen",50.9167,13.3667,"Verwaltungsgemeinschaft Freiberg, Sachsen",09599,03731,43683.0,48.0,FG,Stadt,6.0,496.0,
12130,17576,14522210,GROSSCHIRMA,Großschirma,50.9667,13.2833,,"09603,09634",037328,4125.0,61.0,FG,Stadt,6.0,496.0,
12141,22070,14522440,OEDERAN,Oederan,50.8667,13.1667,Verwaltungsgemeinschaft Oederan,09569,037292,7381.0,43.0,FG,Stadt,6.0,496.0,
12144,23592,14522520,SAYDA,Sayda,50.710341302587004,13.4228798095703,Verwaltungsgemeinschaft Sayda,09619,037365,2299.0,35.0,FG,Stadt,6.0,496.0,
12147,13402,14523010,ADORF,"Adorf, Vogtland",50.3167,12.2667,,08626,037423,6017.0,43.0,V,Stadt,6.0,250.0,
12148,13804,14523020,AUERBACH,Auerbach / Vogtland,50.5167,12.4,,08209,03744,21359.0,55.0,V,Stadt,6.0,250.0,
12150,13898,14523040,BAD ELSTER,Bad Elster,50.2833,12.2333,,08645,037437,4182.0,20.0,V,Stadt,6.0,250.0,
12156,16154,14523100,ELSTERBERG,"Elsterberg, Vogtland",50.6,12.1667,,07985,036621,5280.0,25.0,V,Stadt,6.0,250.0,
12158,16437,14523120,FALKENSTEIN,Falkenstein / Vogtland,50.4833,12.3667,Verwaltungsgemeinschaft Falkenstein / Harz,08223,03745,9694.0,31.0,V,Stadt,6.0,250.0,
12162,19450,14523160,KLINGENTHAL,Klingenthal / Sachsen,50.3667,12.4667,Verwaltungsgemeinschaft Klingenthal,08248,037467,9116.0,29.0,V,Stadt,6.0,250.0,
12163,20134,14523170,LENGENFELD,"Lengenfeld, Vogtland",50.5667,12.3667,,08485,037606,8420.0,47.0,V,Stadt,6.0,250.0,
12166,20640,14523200,MARKNEUKIRCHEN,Markneukirchen,50.3167,12.3167,Verwaltungsgemeinschaft Markneukirchen,08258,037422,7297.0,47.0,V,Stadt,6.0,250.0,
12170,21164,14523310,MUEHLTROFF,Mühltroff,50.5333,11.9333,Verwaltungsgemeinschaft Pausa,07919,036645,2007.0,28.0,V,Stadt,6.0,250.0,
12171,21237,14523340,MYLAU,Mylau,50.6167,12.2667,,08499,03765,3119.0,5.0,V,Stadt,6.0,250.0,
12172,21358,14523260,NETZSCHKAU,Netzschkau,50.6167,12.25,Verwaltungsgemeinschaft Netzschkau,08491,03765,4641.0,13.0,V,Stadt,6.0,250.0,
12176,22083,14523300,OELSNITZ,Oelsnitz (Vogtland),50.4167,12.1667,Verwaltungsgemeinschaft Oelsnitz,08606,037421,12451.0,54.0,V,Stadt,6.0,250.0,
12177,22344,14523310,PAUSA,Pausa / Vogtland,50.5833,11.9833,Verwaltungsgemeinschaft Pausa,07952,037432,4052.0,37.0,V,Stadt,6.0,250.0,
12179,22921,14523340,REICHENBACH,Reichenbach im Vogtland,50.6167,12.3,Verwaltungsgemeinschaft Reichenbach im Vogtland,08468,03765,22117.0,30.0,V,Stadt,6.0,250.0,
12181,23188,14523360,RODEWISCH,Rodewisch,50.5333,12.4167,,08228,03744,7762.0,27.0,V,Stadt,6.0,250.0,
12182,23880,14523370,SCHOENECK,Schöneck / Vogtland,50.3833,12.3167,Verwaltungsgemeinschaft Schöneck,08261,037464,3775.0,55.0,V,Stadt,6.0,250.0,
12188,25084,14523430,TREUEN,"Treuen, Vogtland",50.55,12.3,Verwaltungsgemeinschaft Treuen,08233,037468,9339.0,44.0,V,Stadt,6.0,250.0,
12205,20131,14521495,LENGEFELD,"Lengefeld, Erzgebirge",50.7167,13.2,,09514,037367,4986.0,48.0,ERZ,Stadt,6.0,484.0,
12206,20611,14521390,MARIENBERG,"Marienberg, Erzgebirge",50.65,13.1667,Verwaltungsgemeinschaft Marienberg-Hirtstein-Pobershau,09496,03735,11890.0,106.0,ERZ,Stadt,6.0,484.0,
12207,22136,14521460,OLBERNHAU,Olbernhau,50.6667,13.3333,,09526,037360,11405.0,70.0,ERZ,Stadt,6.0,484.0,
12214,26405,14521670,WOLKENSTEIN,Wolkenstein,50.65,13.0833,,09429,037369,4309.0,31.0,ERZ,Stadt,6.0,484.0,
12215,26646,14521390,ZOEBLITZ,Zöblitz,50.65,13.2333,,09517,037363,3199.0,22.0,ERZ,Stadt,6.0,484.0,
12216,26668,14521690,ZSCHOPAU,Zschopau,50.75,13.0667,Verwaltungsgemeinschaft Zschopau-Gornau,09405,03725,11939.0,23.0,ERZ,Stadt,6.0,484.0,
12220,15209,14522060,BURGSTAEDT,"Burgstädt, Sachsen",50.9167,12.8167,Verwaltungsgemeinschaft Burgstädt,09217,03724,12412.0,26.0,FG,Stadt,6.0,496.0,
12223,16587,14522150,FRANKENBERG,Frankenberg / Sachsen,50.9167,13.0333,,09669,037206,17299.0,65.0,FG,Stadt,6.0,496.0,
12224,16961,14522190,GERINGSWALDE,Geringswalde,51.0833,12.9167,,09326,037382,5224.0,30.0,FG,Stadt,6.0,496.0,
12225,17793,14522230,HAINICHEN,"Hainichen, Sachsen",50.9667,13.1167,,09661,037207,9744.0,52.0,FG,Stadt,6.0,496.0,
12230,20501,14522350,LUNZENAU,Lunzenau,50.95,12.7667,,09328,037383,5304.0,28.0,FG,Stadt,6.0,496.0,
12231,20982,14522360,MITTWEIDA,Mittweida,50.9833,12.9833,Verwaltungsgemeinschaft Mittweida,09648,03727,16760.0,41.0,FG,Stadt,6.0,496.0,
12233,22364,14522460,PENIG,Penig,50.9333,12.7167,,"04657,09322",037381,8447.0,63.0,FG,Stadt,6.0,496.0,
12234,23167,14522490,ROCHLITZ,Rochlitz,51.05,12.8,Verwaltungsgemeinschaft Rochlitz,09306,03737,7233.0,24.0,FG,Stadt,6.0,496.0,
12250,20490,14521380,LUGAU,Lugau / Erzgebirge,50.7333,12.75,Verwaltungsgemeinschaft Lugau,09385,037295,7929.0,6.0,ERZ,Stadt,6.0,484.0,
12254,22082,14521450,OELSNITZ,Oelsnitz / Erzgebirge,50.7167,12.7,,09376,037298,12841.0,26.0,ERZ,Stadt,6.0,484.0,
12255,24639,14521590,STOLLBERG,Stollberg / Erzgebirge,50.7167,12.8,Verwaltungsgemeinschaft Stollberg / Erzgeb.,09366,037296,13356.0,39.0,ERZ,Stadt,6.0,484.0,
12256,24919,14521620,THALHEIM,Thalheim / Erzgebirge,50.7,12.85,,"09380,09306",03721,7756.0,11.0,ERZ,Stadt,6.0,484.0,
12257,26698,14521710,ZWOENITZ,Zwönitz,50.6333,12.8,,08297,037754,11905.0,53.0,ERZ,Stadt,6.0,484.0,
12259,13795,14521035,AUE,"Aue, Sachsen",50.5833,12.7,,08280,03771,19124.0,21.0,ERZ,Stadt,6.0,484.0,
12260,14224,14521260,GRUENHAIN-BEIERFELD,Grünhain-Beierfeld,50.5667,12.8,Verwaltungsgemeinschaft Beierfeld,08340,03774,4110.0,22.0,ERZ,Stadt,6.0,484.0,
12266,16021,14521170,EIBENSTOCK,Eibenstock,50.4942,12.5993,Verwaltungsgemeinschaft Eibenstock,08309,037752,6924.0,90.0,ERZ,Stadt,6.0,484.0,
12267,18969,14521320,JOHANNGEORGENSTADT,Johanngeorgenstadt,50.4333,12.7333,,08349,03773,5928.0,30.0,ERZ,Stadt,6.0,484.0,
12268,20033,14521355,LAUTER,Lauter-Bernsbach / Sachsen,50.5667,12.7333,,08312,03771,5103.0,22.0,ERZ,Stadt,6.0,484.0,
12269,20350,14521370,LOESSNITZ,Lößnitz,50.6167,12.7167,,08294,03771,10769.0,30.0,ERZ,Stadt,6.0,484.0,
12275,23821,14521530,SCHNEEBERG,"Schneeberg, Erzgebirge",50.6,12.6333,,08289,03772,17383.0,23.0,ERZ,Stadt,6.0,484.0,
12277,24041,14521550,SCHWARZENBERG,Schwarzenberg / Erzgebirge,50.55,12.7833,,08340,03774,19309.0,34.0,ERZ,Stadt,6.0,484.0,
12282,15342,14524030,CRIMMITSCHAU,Crimmitschau,50.8167,12.3833,Verwaltungsgemeinschaft Crimmitschau-Dennheritz,08451,03762,22528.0,61.0,Z,Stadt,6.0,253.0,
12286,17918,14524090,HARTENSTEIN,Hartenstein bei Zwickau,50.6683,12.6714,,08118,037605,5146.0,37.0,Z,Stadt,6.0,253.0,
12292,19262,14524130,KIRCHBERG,"Kirchberg, Sachsen",50.6167,12.5333,Verwaltungsgemeinschaft Kirchberg,08107,037602,9895.0,40.0,Z,Stadt,6.0,253.0,
12315,25964,14524300,WERDAU,"Werdau, Sachsen",50.7333,12.3833,,08412,03761,24559.0,66.0,Z,Stadt,6.0,253.0,
12316,26167,14524310,WILDENFELS,Wildenfels bei Zwickau,50.6576,12.5829,,08134,037603,4089.0,21.0,Z,Stadt,6.0,253.0,
12322,26185,14524320,WILKAU-HASSLAU,Wilkau-Haßlau,50.6667,12.5167,,08112,0375,12102.0,13.0,Z,Stadt,6.0,253.0,
12324,267,14612,DRESDEN,Dresden,51.049257692307684,13.698703846153846,,,,,328.0,DD,Stadt,5.0,185.0,
12325,15827,14612000,DRESDEN,Dresden,51.05,13.75,,"01067,01069,01097,01099,01109,01127,01129,01139,01157,01159,01169,01187,01189,01217,01219,01237,01239,01257,01259,01277,01279,01307,01309,01324,01326,01108,01156,01328,01462,01465,",0351,487421.0,328.0,DD,Stadt,6.0,267.0,
12348,271,14626,GOERLITZ,Görlitz,51.152609999999996,14.969879999999998,,,,,0.0,GR,Stadt,5.0,80869.0,
12349,17157,14626110,GOERLITZ,"Görlitz, Neiße",51.15268,14.97056,,"02826,02827,02828",03581,58154.0,67.0,GR,Stadt,6.0,276.0,
12350,260,14264,HOYERSWERDA,Hoyerswerda,51.4385577699275,14.252766034393302,,,,,0.0,HY,Stadt,5.0,80869.0,1.0
12351,18695,14625240,HOYERSWERDA,Hoyerswerda,51.43821,14.252529999999998,,02977,03571,43899.0,95.0,BZ,Stadt,6.0,256.0,
12353,14163,14625020,BAUTZEN,Bautzen,51.18072,14.42792,,"02625,02640,02643",03591,42112.0,66.62,BZ,Stadt,6.0,256.0,
12354,14552,14625040,BISCHOFSWERDA,Bischofswerda,51.12557,14.1762,Verwaltungsgemeinschaft Bischofswerda/Rammenau,01877,03594,13413.0,46.0,BZ,Stadt,6.0,256.0,
12378,23712,14625525,SCHIRGISWALDE,Schirgiswalde,51.07636,14.42562,Verwaltungsgemeinschaft Schirgiswalde,02681,03592,3081.0,8.0,BZ,Stadt,6.0,256.0,
12382,25866,14625610,WEISSENBERG,"Weißenberg, Sachsen",51.19871,14.65865,,02627,035876,3672.0,51.0,BZ,Stadt,6.0,256.0,
12383,26211,14625630,WILTHEN,Wilthen,51.097879999999996,14.39395,,02681,03592,6761.0,17.0,BZ,Stadt,6.0,256.0,
12385,15330,14627010,COSWIG,Coswig bei Dresden,51.130660800737,13.5780643280029,,01640,03523,22449.0,26.0,MEI,Stadt,6.0,279.0,
12391,20383,14627130,LOMMATZSCH,Lommatzsch,51.1963426899471,13.3078964233398,,01623,035241,6083.0,66.0,MEI,Stadt,6.0,279.0,
12392,20792,14627140,MEISSEN,"Meißen, Sachsen",51.1633504354592,13.4812400634765,,01662,03521,28543.0,31.0,MEI,Stadt,6.0,279.0,
12395,21816,14627180,NOSSEN,Nossen,51.05,13.3,,01683,035242,6336.0,51.0,MEI,Stadt,6.0,279.0,
12397,22740,14627210,RADEBEUL,Radebeul,51.111721437857106,13.649485015869,,01445,0351,32818.0,26.0,MEI,Stadt,6.0,279.0,
12398,22741,14627220,RADEBURG,Radeburg,51.213185584092905,13.7233858306885,,01471,035208,7874.0,54.0,MEI,Stadt,6.0,279.0,
12403,13960,14626010,BAD MUSKAU,Bad Muskau,51.54985,14.716510000000001,Verwaltungsgemeinschaft Bad Muskau,02953,035771,4035.0,15.0,GR,Stadt,6.0,276.0,
12418,21735,14626370,NIESKY,Niesky,51.293559747344595,14.8288879577636,,02906,03588,11432.0,54.0,GR,Stadt,6.0,276.0,
12420,22919,14626450,REICHENBACH,Reichenbach / Oberlausitz,51.14258,14.799339999999999,Verwaltungsgemeinschaft Reichenbach/Oberlausitz,02894,035828,4375.0,43.0,GR,Stadt,6.0,276.0,
12422,23348,14626480,ROTHENBURG,Rothenburg / Oberlausitz,51.33522,14.967229999999999,Verwaltungsgemeinschaft Rothenburg/Oberlausitz,02929,035827,5909.0,72.0,GR,Stadt,6.0,276.0,
12431,25886,14626600,WEISSWASSER,Weißwasser / Oberlausitz,51.50428,14.63517,Verwaltungsgemeinschaft Weißwasser/Oberlausitz,02943,03576,22218.0,64.0,GR,Stadt,6.0,276.0,
12435,17391,14627050,GROEDITZ,Gröditz bei Riesa,51.41294,13.4447299999999,Verwaltungsgemeinschaft Gröditz,01609,035263,8301.0,8.0,MEI,Stadt,6.0,279.0,
12436,17445,14627060,GROSSENHAIN,"Großenhain, Sachsen",51.291445904875204,13.531471300125101,,01558,03522,17011.0,44.0,MEI,Stadt,6.0,279.0,
12443,23110,14627230,RIESA,Riesa,51.30633203411411,13.2878978729248,,"01589,01587,01591",03525,37084.0,58.0,MEI,Stadt,6.0,279.0,
12447,24681,14627270,STREHLA,Strehla,51.35257304128321,13.225832730102502,,01616,035264,4342.0,30.0,MEI,Stadt,6.0,279.0,
12457,14384,14626030,BERNSTADT,Bernstadt auf dem Eigen,51.04749,14.826260000000001,Verwaltungsgemeinschaft Bernstadt/ Schönau-Berzdorf,02748,035874,4204.0,52.0,GR,Stadt,6.0,276.0,
12461,15917,14626085,EBERSBACH,Ebersbach / Sachsen,51.00578,14.58794,,02730,03586,9519.0,15.0,GR,Stadt,6.0,276.0,
12469,18244,14626180,HERRNHUT,Herrnhut,51.017540000000004,14.741129999999998,Verwaltungsgemeinschaft Herrnhut,02747,035873,2793.0,20.0,GR,Stadt,6.0,276.0,
12476,20322,14626290,LOEBAU,Löbau,51.098490000000005,14.6662699999999,Verwaltungsgemeinschaft Löbau,02708,03585,16150.0,79.0,GR,Stadt,6.0,276.0,
12479,21447,14626085,NEUGERSDORF,"Neugersdorf, Sachsen",50.97833,14.6073,,02727,03586,6531.0,6.0,GR,Stadt,6.0,276.0,
12480,21547,14626350,NEUSALZA-SPREMBERG,Neusalza-Spremberg,51.03823,14.5277,Verwaltungsgemeinschaft Neusalza-Spremberg,02742,035872,2540.0,12.0,GR,Stadt,6.0,276.0,
12486,22242,14626420,OSTRITZ,Ostritz,51.0163,14.929829999999999,,02899,035823,3100.0,23.0,GR,Stadt,6.0,276.0,
12491,24167,14626530,SEIFHENNERSDORF,Seifhennersdorf,50.93603,14.6061500000001,,02782,03586,4932.0,19.0,GR,Stadt,6.0,276.0,
12493,26644,14626610,ZITTAU,Zittau,50.8990256257077,14.8053191955566,,02763,03583,25871.0,25.0,GR,Stadt,6.0,276.0,
12495,13918,14628020,BAD GOTTLEUBA,Bad Gottleuba-Berggießhübel,50.8543,13.94532,Verwaltungsgemeinschaft Bad Gottleuba-Berggießhübel,01816,035023,6277.0,89.0,PIR,Stadt,6.0,487.0,
12496,13986,14628030,BAD SCHANDAU,Bad Schandau,50.92192,14.15365,Verwaltungsgemeinschaft Bad Schandau,01814,035022,3190.0,36.0,PIR,Stadt,6.0,487.0,
12499,15720,14628080,DOHNA,"Dohna, Sachsen",50.95673,13.85815,Verwaltungsgemeinschaft Dohna,01809,035027,6053.0,29.0,PIR,Stadt,6.0,487.0,
12502,18056,14628160,HEIDENAU,"Heidenau, Sachsen",50.9762749910919,13.8651550476075,,01809,03529,16836.0,11.0,PIR,Stadt,6.0,487.0,
