,#loc_id,ags,ascii,name,lat,lon,amt,plz,vorwahl,einwohner,flaeche,kz,typ,level,of,invalid
37,466,01001,FLENSBURG,Flensburg,54.780469999999994,9.43522,,,,,56.0,FL,Stadt,5.0,119.0,
38,16534,01001000,FLENSBURG,Flensburg,54.780469999999994,9.43522,,"24937,24939,24941,24943,24944",0461,86006.0,56.0,FL,Stadt,6.0,466.0,
43,474,01004,NEUMUENSTER,Neumünster,54.074040000000004,9.98453,,,,,72.0,NMS,Stadt,5.0,119.0,
44,21517,01004000,NEUMUENSTER,"Neumünster, Holstein",54.07402,9.984511999999999,,"24534,24536,24537,24539",04321,78128.0,72.0,NMS,Stadt,6.0,474.0,
54,15051,01051011,BRUNSBUETTEL,Brunsbüttel,53.897863,9.128617,,25541,04852,13789.0,65.0,HEI,Stadt,6.0,258.0,
81,18047,01051044,HEIDE,Heide / Holstein,54.195730000000005,9.09109,,25746,0481,20716.0,32.0,HEI,Stadt,6.0,258.0,
104,20675,01051072,MARNE,"Marne, Holstein",53.95112749061689,9.00880578749451,,25709,04851,6018.0,5.0,HEI,Stadt,6.0,258.0,
106,20799,01051074,MELDORF,Meldorf (Holstein),54.09195,9.06927,,25704,04832,7655.0,21.0,HEI,Stadt,6.0,258.0,
149,26008,01051127,WESSELBUREN,Wesselburen,54.2119,8.92084,,25764,04833,3112.0,5.0,HEI,Stadt,6.0,258.0,
195,16875,01053032,GEESTHACHT,Geesthacht,53.43018000000001,10.3741,,21502,04152,29403.0,33.0,RZ,Stadt,6.0,463.0,
243,20007,01053083,LAUENBURG,Lauenburg / Elbe,53.37582,10.54703,,21481,04153,11671.0,10.0,RZ,Stadt,6.0,463.0,
250,21009,01053090,MOELLN,"Mölln, Kreis Herzogtum Lauenburg",53.63001,10.692689999999999,,23879,04542,18499.0,25.0,RZ,Stadt,6.0,463.0,
260,22835,01053100,RATZEBURG,Ratzeburg,53.69955,10.7596,,23909,04541,13785.0,30.0,RZ,Stadt,6.0,463.0,
275,24040,01053116,SCHWARZENBEK,Schwarzenbek,53.50176999999999,10.47992,,21493,04151,14864.0,12.0,RZ,Stadt,6.0,463.0,
314,14888,01054019,BREDSTEDT,Bredstedt,54.617217071618605,8.97173076868058,,25821,04671,5089.0,10.0,NF,Stadt,6.0,477.0,
323,16717,01054033,FRIEDRICHSTADT,Friedrichstadt an der Eider,54.3750907340393,9.0913538370846,Amt Friedrichstadt,25840,04881,2468.0,4.0,NF,Stadt,6.0,477.0,
326,16832,01054036,GARDING,Garding,54.3284176784701,8.78681403739442,Amt Eiderstedt,25836,04862,2667.0,3.0,NF,Stadt,6.0,477.0,
341,18761,01054056,HUSUM,"Husum, Nordsee",54.485281036494705,9.05329324448649,,25813,04841,21000.0,18.0,NF,Stadt,6.0,477.0,
365,21601,01054088,NIEBUELL,Niebüll (Schleswig),54.7881584621,8.82960150992,,25899,04661,9183.0,31.0,NF,Stadt,6.0,477.0,
408,25015,01054138,TOENNING,Tönning (Nordseebad),54.3180909829608,8.93713844163407,,25832,04861,5059.0,43.0,NF,Stadt,6.0,477.0,
419,26037,01054168,WESTERLAND,Westerland,54.907748,8.308755,,25980,04651,9078.0,10.0,NF,Stadt,6.0,477.0,
430,26512,01054164,WYK,Wyk auf Föhr,54.6875716901,8.55363690908,,25938,04681,4438.0,8.0,NF,Stadt,6.0,477.0,
437,13991,01055004,BAD SCHWARTAU,Bad Schwartau,53.92105,10.67955,,23611,0451,19741.0,18.0,OH,Stadt,6.0,480.0,
442,16397,01055012,EUTIN,Eutin,54.13765,10.61616,,23701,04521,17256.0,41.0,OH,Stadt,6.0,480.0,
449,18079,01055021,HEILIGENHAFEN,"Heiligenhafen, Holstein",54.37243,10.97918,,23774,04362,9331.0,18.0,OH,Stadt,6.0,480.0,
458,21570,01055032,NEUSTADT,Neustadt in Holstein,54.10685,10.81353,,23730,04561,16615.0,20.0,OH,Stadt,6.0,480.0,
459,22142,01055033,OLDENBURG,Oldenburg in Holstein,54.2916939035514,10.8867433692694,,23758,04361,9919.0,40.0,OH,Stadt,6.0,480.0,
470,16452,01055046,FEHMARN,Fehmarn,54.43555,11.19698,,23769,04371,12909.0,185.0,OH,Stadt,6.0,480.0,
473,14109,01056002,BARMSTEDT,Barmstedt,53.789368210789696,9.77226791126724,,25355,04123,9475.0,17.0,PI,Stadt,6.0,485.0,
484,16141,01056015,ELMSHORN,Elmshorn,53.75529730085611,9.65623957259651,,"25335,25336,25337",04121,48317.0,21.0,PI,Stadt,6.0,485.0,
508,22460,01056039,PINNEBERG,Pinneberg,53.662819999999996,9.79665,,25421,04101,41289.0,22.0,PI,Stadt,6.0,485.0,
510,22712,01056041,QUICKBORN,"Quickborn, Kreis Pinneberg",53.73186,9.903960000000001,,25451,04106,20281.0,43.0,PI,Stadt,6.0,485.0,
513,23659,01056044,SCHENEFELD,Schenefeld bei Hamburg,53.60085,9.822569999999999,,22869,040,17802.0,10.0,PI,Stadt,6.0,485.0,
517,25031,01056048,TORNESCH,Tornesch,53.6973296003241,9.71218419415956,,25436,04122,12876.0,21.0,PI,Stadt,6.0,485.0,
518,25191,01056049,UETERSEN,Uetersen,53.6934006954926,9.654208916854909,,"25429,25436",04122,17871.0,11.0,PI,Stadt,6.0,485.0,
519,25758,01056050,WEDEL,Wedel,53.58367,9.69817,,22880,04103,31875.0,34.0,PI,Stadt,6.0,485.0,
567,20475,01057048,LUETJENBURG,"Lütjenburg, Holstein",54.292049115078704,10.5901992082596,,24321,04381,5720.0,6.0,PLÖ,Stadt,6.0,489.0,
576,22507,01057057,PLOEN,Plön / Holstein,54.1600017261745,10.4108647018672,,24306,04522,12944.0,36.0,PLÖ,Stadt,6.0,489.0,
580,22604,01057062,PREETZ,"Preetz, Holstein",54.232843923379605,10.270543596148501,,24211,04342,15807.0,14.0,PLÖ,Stadt,6.0,489.0,
640,15113,01058034,BUEDELSDORF,Büdelsdorf,54.314080000000004,9.66324,,24782,04331,10245.0,6.0,RD,Stadt,6.0,493.0,
648,15946,01058043,ECKERNFOERDE,Eckernförde,54.470780266800006,9.834613221880002,,24340,04351,23172.0,18.0,RD,Stadt,6.0,493.0,
718,21813,01058117,NORTORF,Nortorf bei Neumünster,54.168813001762,9.85476680243567,,24589,04392,6422.0,13.0,RD,Stadt,6.0,493.0,
736,22995,01058135,RENDSBURG,Rendsburg,54.30380300303229,9.669857934670462,,24768,04331,28387.0,24.0,RD,Stadt,6.0,493.0,
777,35741,01059002,ARNIS,Arnis,54.630359999999996,9.93159,Amt Kappeln-Land,"24376,24399",04642,307.0,,SL,Stadt,6.0,251.0,
806,19084,01059045,KAPPELN,"Kappeln, Schlei",54.6590711176,9.931329655639999,,24376,04642,9840.0,43.0,SL,Stadt,6.0,251.0,
829,23750,01059075,SCHLESWIG,Schleswig,54.518080000000005,9.57038,,24837,04621,24175.0,24.0,SL,Stadt,6.0,251.0,
859,17106,01059113,GLUECKSBURG,Glücksburg (Ostsee),54.834154633012,9.54751448929308,,24960,04631,5997.0,40.0,SL,Stadt,6.0,251.0,
915,13882,01060004,BAD BRAMSTEDT,Bad Bramstedt,53.9208930540248,9.88168272431375,,24576,04192,13342.0,24.0,SE,Stadt,6.0,254.0,
916,13992,01060005,BAD SEGEBERG,Bad Segeberg,53.938233,10.305231,,23795,04551,15975.0,19.0,SE,Stadt,6.0,254.0,
953,19048,01060044,KALTENKIRCHEN,"Kaltenkirchen, Holstein",53.83914,9.960239999999999,,24568,04191,19691.0,23.0,SE,Stadt,6.0,254.0,
971,21786,01060063,NORDERSTEDT,Norderstedt,53.673590000000004,9.9857,,"22846,22844,22848,22850,22851",040,71284.0,58.0,SE,Stadt,6.0,254.0,
998,25524,01060092,WAHLSTEDT,Wahlstedt,53.952909999999996,10.21456,,23812,04554,9391.0,16.0,SE,Stadt,6.0,254.0,
1036,17107,01061029,GLUECKSTADT,Glückstadt,53.788403,9.423933,,25348,04124,11885.0,23.0,IZ,Stadt,6.0,257.0,
1052,18888,01061046,ITZEHOE,Itzehoe,53.926752,9.5127,,25524,04821,33221.0,28.0,IZ,Stadt,6.0,257.0,
1055,19185,01061049,KELLINGHUSEN,Kellinghusen,53.951976,9.719642,,25548,04822,8037.0,19.0,IZ,Stadt,6.0,257.0,
1060,19668,01061055,KREMPE,"Krempe, Holstein",53.836656000000005,9.489853,Amt Krempermarsch,25361,04824,2442.0,3.0,IZ,Stadt,6.0,257.0,
1115,26209,01061113,WILSTER,Wilster,53.922247999999996,9.374704,,25554,04823,4427.0,3.0,IZ,Stadt,6.0,257.0,
1125,13435,01062001,AHRENSBURG,Ahrensburg,53.67579,10.23845,,22926,04102,30134.0,35.0,OD,Stadt,6.0,261.0,
1127,13966,01062004,BAD OLDESLOE,Bad Oldesloe,53.80803,10.37341,,23843,04531,24035.0,53.0,OD,Stadt,6.0,261.0,
1129,14100,01062006,BARGTEHEIDE,Bargteheide,53.7335,10.26927,,22941,04532,13973.0,16.0,OD,Stadt,6.0,261.0,
1135,17097,01062018,GLINDE,"Glinde, Kreis Stormarn",53.54073100000001,10.211394,,21509,040,16039.0,11.0,OD,Stadt,6.0,261.0,
1160,22950,01062060,REINBEK,Reinbek,53.51071999999999,10.24831,,21465,040,25598.0,31.0,OD,Stadt,6.0,261.0,
1161,22952,01062061,REINFELD,Reinfeld (Holstein),53.824940000000005,10.49315,,23858,04533,8451.0,17.0,OD,Stadt,6.0,261.0,
1289,324,03101,BRAUNSCHWEIG,Braunschweig,52.269009999999994,10.52597,,,,,192.0,BS,Stadt,5.0,174.0,
1290,14871,03101000,BRAUNSCHWEIG,Braunschweig,52.269020000000005,10.5259599999999,,"38100,38102,38104,38106,38108,38110,38112,38114,38116,38118,38120,38122,38124,38126",0531,245872.0,192.0,BS,Stadt,6.0,324.0,
1291,334,03102,SALZGITTER,Salzgitter,52.14965,10.33671,,,,,224.0,SZ,Stadt,5.0,174.0,
1292,23496,03102000,SALZGITTER,Salzgitter,52.14978,10.336730000000001,,"38226,38228,38229,38239,38259",05341,98095.0,224.0,SZ,Stadt,6.0,334.0,
1324,338,03103,WOLFSBURG,Wolfsburg,52.43788000000001,10.7663700000001,,,,,204.0,WOB,Stadt,5.0,174.0,
1325,26395,03103000,WOLFSBURG,Wolfsburg,52.43788000000001,10.7663700000001,,"38440,38442,38444,38446,38448",05361,122148.0,204.0,WOB,Stadt,6.0,338.0,
1335,17033,03151009,GIFHORN,Gifhorn,52.478269999999995,10.54901,,38518,05371,42634.0,105.0,GF,Stadt,6.0,565.0,
1366,26322,03151040,WITTINGEN,"Wittingen, Niedersachsen",52.728880000000004,10.7352100000001,,"29378,29379",05831,12383.0,225.0,GF,Stadt,6.0,565.0,
1374,15798,03159009,DRANSFELD,Dransfeld,51.500479999999996,9.76157000000001,Samtgemeinde Dransfeld,37127,05502,4336.0,29.0,GÖ,Stadt,6.0,573.0,
1375,15855,03159010,DUDERSTADT,"Duderstadt, Niedersachsen",51.51214,10.251619999999999,,37115,05527,22833.0,96.0,GÖ,Stadt,6.0,573.0,
1380,17176,03159016,GOETTINGEN,Göttingen,51.53738,9.92923999999994,,"37083,37073,37075,37077,37079,37081,37085",0551,122187.0,117.0,GÖ,Stadt,6.0,573.0,
1384,17874,03159017,HANN. MUENDEN,Hann. Münden,51.4201,9.65547000000004,,34346,05541,25173.0,121.0,GÖ,Stadt,6.0,573.0,
1400,13922,03153002,BAD HARZBURG,Bad Harzburg,51.8998,10.5622,,38667,05322,22817.0,65.0,GS,Stadt,6.0,569.0,
1410,14867,03153016,BRAUNLAGE,Braunlage,51.72513,10.61041,,38700,05520,5348.0,22.0,GS,Stadt,6.0,569.0,
1412,17235,03153017,GOSLAR,Goslar,51.908390000000004,10.4468091534424,,"38640,38642,38644",05321,43422.0,93.0,GS,Stadt,6.0,569.0,
1419,19901,03153007,LANGELSHEIM,Langelsheim,51.93581,10.3324700000001,,38685,05326,13366.0,49.0,GS,Stadt,6.0,569.0,
1424,24142,03153012,SEESEN,"Seesen, Harz",51.8894,10.17725,,38723,05381,21902.0,102.0,GS,Stadt,6.0,569.0,
1425,25390,03153017,VIENENBURG,Vienenburg,51.95167,10.55764,,38690,05324,11521.0,71.0,GS,Stadt,6.0,569.0,
1438,18143,03154028,HELMSTEDT,Helmstedt,52.229440000000004,11.00902,,38350,05351,25586.0,47.0,HE,Stadt,6.0,321.0,
1441,19539,03154013,KOENIGSLUTTER,Königslutter am Elm,52.25248,10.814010000000101,,38154,05353,16582.0,131.0,HE,Stadt,6.0,321.0,
1447,23907,03154019,SCHOENINGEN,Schöningen,52.13791,10.96572,,38364,05352,13570.0,35.0,HE,Stadt,6.0,321.0,
1456,13917,03155001,BAD GANDERSHEIM,Bad Gandersheim,51.870662,10.024588,,37581,05382,11154.0,90.0,NOM,Stadt,6.0,343.0,
1458,15448,03155003,DASSEL,"Dassel, Solling",51.80087,9.688290000000052,,37586,05564,11409.0,113.0,NOM,Stadt,6.0,343.0,
1459,16059,03155013,EINBECK,Einbeck,51.82072,9.86814000000004,,37574,05561,27997.0,166.0,NOM,Stadt,6.0,343.0,
1460,17888,03155005,HARDEGSEN,Hardegsen,51.65279,9.82824000000005,,37181,05505,8606.0,84.0,NOM,Stadt,6.0,343.0,
1464,21099,03155009,MORINGEN,Moringen,51.69903,9.8691,,37186,05554,7596.0,82.0,NOM,Stadt,6.0,343.0,
1466,21811,03155011,NORTHEIM,Northeim,51.7005131180301,9.99606332275391,,37154,05551,30973.0,146.0,NOM,Stadt,6.0,343.0,
1467,25305,03155012,USLAR,Uslar,51.660509999999995,9.63797999999997,,37170,05571,16130.0,113.0,NOM,Stadt,6.0,343.0,
1470,13950,03159003,BAD LAUTERBERG,Bad Lauterberg im Harz,51.62533,10.4615,,37431,05524,12023.0,42.0,OHA,Stadt,6.0,347.0,
1471,13978,03159004,BAD SACHSA,Bad Sachsa,51.5968435140671,10.5559258306885,,37441,05523,8335.0,33.0,OHA,Stadt,6.0,347.0,
1477,18263,03159019,HERZBERG,Herzberg am Harz,51.6517945904597,10.3375441693115,,37412,05521,15113.0,72.0,OHA,Stadt,6.0,347.0,
1479,22222,03159026,OSTERODE,Osterode am Harz,51.72975,10.25836,,37520,05522,24845.0,102.0,OHA,Stadt,6.0,347.0,
1491,22353,03157006,PEINE,Peine,52.3203686955316,10.2434337619018,,"31224,31226,31228",05171,49810.0,120.0,PE,Stadt,6.0,352.0,
1514,18669,03158039,HORNBURG,"Hornburg, Kreis Wolfenbüttel",52.03123,10.605369999999999,Samtgemeinde Schladen,38315,05335,2784.0,22.0,WF,Stadt,6.0,356.0,
1521,23925,03158027,SCHOEPPENSTEDT,Schöppenstedt,52.14519,10.77522,Samtgemeinde Schöppenstedt,38170,05332,6032.0,40.0,WF,Stadt,6.0,356.0,
1531,26382,03158037,WOLFENBUETTEL,"Wolfenbüttel, Niedersachsen",52.164177039921206,10.540377084655802,,"38300,38302,38304",05331,54730.0,78.0,WF,Stadt,6.0,356.0,
1535,14122,03241002,BARSINGHAUSEN,Barsinghausen,52.2966,9.48058000000003,,30890,05105,34253.0,103.0,H,Stadt,6.0,568.0,
1536,15180,03241003,BURGDORF,"Burgdorf, Kreis Hannover",52.44724,10.00535,,31303,05136,30304.0,112.0,H,Stadt,6.0,568.0,
1537,15218,03241004,BURGWEDEL,Burgwedel,52.52975,9.79805999999996,,30938,05139,20473.0,152.0,H,Stadt,6.0,568.0,
1538,16828,03241005,GARBSEN,Garbsen,52.43648,9.60527999999999,,"30827,30823,30826",05131,63208.0,79.0,H,Stadt,6.0,568.0,
1539,16885,03241006,GEHRDEN,Gehrden / Hannover,52.31227,9.600630000000018,,30989,05108,14836.0,43.0,H,Stadt,6.0,568.0,
1540,18160,03241007,HEMMINGEN,Hemmingen / Hannover,52.3220822491819,9.72986203704841,,30966,0511,18447.0,32.0,H,Stadt,6.0,568.0,
1542,19837,03241009,LAATZEN,Laatzen bei Hannover,52.30854,9.809009999999939,,30880,05102,40021.0,34.0,H,Stadt,6.0,568.0,
1543,19930,03241010,LANGENHAGEN,"Langenhagen, Hannover",52.44801218213821,9.74497890472412,,"30853,30851,30855",0511,50516.0,72.0,H,Stadt,6.0,568.0,
1544,20084,03241011,LEHRTE,Lehrte bei Hannover,52.3751,9.97721999999999,,31275,05132,44045.0,127.0,H,Stadt,6.0,568.0,
1545,21559,03241012,NEUSTADT,Neustadt am Rübenberge,52.503780000000006,9.449780000000029,,31535,05032,45711.0,357.0,H,Stadt,6.0,568.0,
1546,22340,03241013,PATTENSEN,Pattensen bei Hannover,52.26528,9.761349999999991,,30982,05101,13435.0,67.0,H,Stadt,6.0,568.0,
1547,23278,03241014,RONNENBERG,Ronnenberg,52.3183264778189,9.654591941833472,,30952,05109,23186.0,38.0,H,Stadt,6.0,568.0,
1548,24139,03241015,SEELZE,Seelze,52.39501,9.59397000000001,,30926,05137,33206.0,54.0,H,Stadt,6.0,568.0,
1549,24162,03241016,SEHNDE,Sehnde,52.31756,9.96745999999996,,31319,05138,22198.0,103.0,H,Stadt,6.0,568.0,
1550,24426,03241017,SPRINGE,"Springe, Deister",52.21091,9.553290000000061,,31832,05041,29823.0,160.0,H,Stadt,6.0,568.0,
1554,26487,03241021,WUNSTORF,Wunstorf,52.421330100000006,9.43474,,31515,05031,41982.0,126.0,H,Stadt,6.0,568.0,
1562,14143,03251007,BASSUM,Bassum,52.85034,8.7287,,27211,04241,16155.0,169.0,DH,Stadt,6.0,360.0,
1567,15593,03251012,DIEPHOLZ,Diepholz,52.60584,8.37071000000003,,49356,05441,16542.0,104.0,DH,Stadt,6.0,360.0,
1595,24758,03251040,SULINGEN,Sulingen,52.68331,8.810929999999981,,27232,04271,12742.0,111.0,DH,Stadt,6.0,360.0,
1596,24789,03251041,SYKE,Syke,52.912859999999995,8.817819999999982,,28857,04242,24233.0,128.0,DH,Stadt,6.0,360.0,
1597,25154,03251042,TWISTRINGEN,Twistringen,52.797090000000004,8.63827000000003,,27239,04243,12518.0,114.0,DH,Stadt,6.0,360.0,
1605,13957,03252002,BAD MUENDER,Bad Münder am Deister,52.1996701,9.46638000000007,,31848,05042,18813.0,108.0,HM,Stadt,6.0,564.0,
1606,13970,03252003,BAD PYRMONT,Bad Pyrmont,51.98679,9.25214000000005,,31812,05281,21586.0,62.0,HM,Stadt,6.0,564.0,
1609,17840,03252006,HAMELN,Hameln,52.10887,9.36589000000004,,"31785,31787,31789",05151,58676.0,102.0,HM,Stadt,6.0,564.0,
1610,18284,03252007,HESSISCH OLDENDORF,Hessisch Oldendorf,52.17203,9.245760000000018,,31840,05152,19973.0,120.0,HM,Stadt,6.0,564.0,
1614,13487,03254002,ALFELD,Alfeld (Leine),51.9836964659436,9.83315833862298,,31061,05181,21197.0,73.0,HI,Stadt,6.0,572.0,
1617,13980,03254005,BAD SALZDETFURTH,Bad Salzdetfurth,52.05813,10.0106900000001,,31162,05063,14527.0,67.0,HI,Stadt,6.0,572.0,
1620,14640,03254008,BOCKENEM,Bockenem,52.00976,10.13298,,31167,05067,11349.0,109.0,HI,Stadt,6.0,572.0,
1626,16167,03254014,ELZE,"Elze, Leine",52.12122,9.738240000000019,,31008,05068,9677.0,48.0,HI,Stadt,6.0,572.0,
1630,17402,03254043,GRONAU,Gronau (Leine),52.08511,9.78341,Samtgemeinde Gronau,31028,05182,5487.0,21.0,HI,Stadt,6.0,572.0,
1633,18328,03254021,HILDESHEIM,Hildesheim,52.14135,9.96602000000007,,"31134,31135,31137,31139,31141",05121,99224.0,93.0,HI,Stadt,6.0,572.0,
1640,23564,03254028,SARSTEDT,Sarstedt,52.23726,9.854360000000039,,31157,05066,18237.0,43.0,HI,Stadt,6.0,572.0,
1656,14658,03255003,BODENWERDER,Bodenwerder,51.97991,9.50916000000007,Samtgemeinde Bodenwerder,37619,05533,6337.0,29.0,HOL,Stadt,6.0,576.0,
1664,16330,03255013,ESCHERSHAUSEN,"Eschershausen, Ith",51.9296,9.63922000000002,Samtgemeinde Eschershausen,37632,05534,4086.0,24.0,HOL,Stadt,6.0,576.0,
1674,18626,03255023,HOLZMINDEN,Holzminden,51.82612,9.46006,,37603,05531,20866.0,88.0,HOL,Stadt,6.0,576.0,
1683,24446,03255034,STADTOLDENDORF,Stadtoldendorf,51.8826255600708,9.628370666503882,Samtgemeinde Stadtoldendorf,37627,05532,6360.0,25.0,HOL,Stadt,6.0,576.0,
1706,18692,03256014,HOYA,"Hoya, Weser",52.8065,9.139569999999999,Samtgemeinde Grafschaft Hoya,27318,04251,3914.0,8.0,NI,Stadt,6.0,583.0,
1718,21721,03256022,NIENBURG,Nienburg (Weser),52.6493,9.23655,,31582,05021,32691.0,64.0,NI,Stadt,6.0,583.0,
1725,22891,03256025,REHBURG-LOCCUM,Rehburg-Loccum,52.4508,9.20787,,31547,05037,11054.0,100.0,NI,Stadt,6.0,583.0,
1791,13962,03257006,BAD NENNDORF,Bad Nenndorf,52.3407,9.36717,Samtgemeinde Nenndorf,31542,05723,10062.0,23.0,SHG,Stadt,6.0,586.0,
1798,15110,03257009,BUECKEBURG,Bückeburg,52.2845,9.04948,,31675,05722,20883.0,69.0,SHG,Stadt,6.0,586.0,
1861,21957,03257028,OBERNKIRCHEN,Obernkirchen,52.2665,9.11775,,31683,05724,10201.0,32.0,SHG,Stadt,6.0,586.0,
1869,23146,03257031,RINTELN,Rinteln,52.20205,9.07592,,31737,05751,28012.0,109.0,SHG,Stadt,6.0,586.0,
1889,23184,03257032,RODENBERG,"Rodenberg, Deister",52.3178,9.34999,Samtgemeinde Rodenberg,31552,05723,6008.0,16.0,SHG,Stadt,6.0,586.0,
1892,26909,03257033,SACHSENHAGEN,Sachsenhagen,52.3901,9.24729,Samtgemeinde Sachsenhagen,31553,05725,2091.0,16.0,SHG,Stadt,6.0,586.0,
1899,24440,03257035,STADTHAGEN,Stadthagen,52.3137,9.21318,,31655,05721,23157.0,60.0,SHG,Stadt,6.0,586.0,
1927,14311,03351004,BERGEN,Bergen (Kreis Celle),52.809740000000005,9.96279000000004,,29303,05051,13491.0,164.0,CE,Stadt,6.0,590.0,
1929,15288,03351006,CELLE,Celle,52.617090000000005,10.0635,,"29221,29223,29225,29227,29229",05141,71536.0,175.0,CE,Stadt,6.0,590.0,
1959,15358,03352011,CUXHAVEN,Cuxhaven,53.8618,8.693589999999999,,"27472,27474,27476,27478",04721,52567.0,162.0,CUX,Stadt,6.0,593.0,
1970,18162,03352022,HEMMOOR,Hemmoor,53.69002,9.152519999999999,Samtgemeinde Hemmoor,21745,04771,8743.0,45.0,CUX,Stadt,6.0,593.0,
1978,19902,03352062,LANGEN,Langen bei Bremerhaven,53.61026999999999,8.60697000000005,,27607,04743,18506.0,122.0,CUX,Stadt,6.0,593.0,
1994,22258,03352046,OTTERNDORF,"Otterndorf, Niederelbe",53.80826999999999,8.89921,Samtgemeinde Hadeln,21762,04751,6817.0,34.0,CUX,Stadt,6.0,593.0,
2012,15094,03353005,BUCHHOLZ,Buchholz in der Nordheide,53.266059999999996,9.883103,,21244,04181,37556.0,75.0,WL,Stadt,6.0,596.0,
2047,26260,03353040,WINSEN,Winsen (Luhe),53.365230000000004,10.20917,,21423,04171,32674.0,110.0,WL,Stadt,6.0,596.0,
2094,15430,03354004,DANNENBERG,Dannenberg (Elbe),53.0904,11.0924,Samtgemeinde Dannenberg (Elbe),29451,05861,8727.0,76.0,DAN,Stadt,6.0,351.0,
2159,18397,03354009,HITZACKER,Hitzacker (Elbe),53.1598,10.9995,Samtgemeinde Hitzacker,29456,05826,5069.0,58.0,DAN,Stadt,6.0,351.0,
2220,20445,03354018,LUECHOW,Lüchow (Wendland),52.9694,11.15616,Samtgemeinde Lüchow,29439,05841,9801.0,89.0,DAN,Stadt,6.0,351.0,
2223,23813,03354021,SCHNACKENBURG,Schnackenburg,53.0377386056206,11.5618076507568,Samtgemeinde Gartow,29493,05840,678.0,24.0,DAN,Stadt,6.0,351.0,
2276,26503,03354026,WUSTROW,Wustrow (Wendland),52.9231,11.1294800000001,Samtgemeinde Lüchow,29462,05841,3141.0,30.0,DAN,Stadt,6.0,351.0,
2287,14593,03355009,BLECKEDE,Bleckede,53.287009999999995,10.7323,,21354,05852,9708.0,140.0,LG,Stadt,6.0,355.0,
2300,20466,03355022,LUENEBURG,Lüneburg,53.24681999999999,10.41178,,"21335,21337,21339",04131,71306.0,70.0,LG,Stadt,6.0,355.0,
2331,22218,03356007,OSTERHOLZ-SCHARMBECK,Osterholz-Scharmbeck,53.22769,8.78381999999999,,27711,04791,31145.0,147.0,OHZ,Stadt,6.0,359.0,
2344,14939,03357008,BREMERVOERDE,Bremervörde,53.48757,9.13896999999997,,27432,04761,19248.0,150.0,ROW,Stadt,6.0,363.0,
2375,23332,03357039,ROTENBURG,Rotenburg an der Wümme,53.10845,9.39648999999997,,27356,04261,22093.0,99.0,ROW,Stadt,6.0,363.0,
2387,25422,03357051,VISSELHOEVEDE,Visselhövede,52.9866701,9.58362,,27374,04262,10707.0,159.0,ROW,Stadt,6.0,363.0,
2393,26601,03357057,ZEVEN,Zeven,53.2953,9.275509999999938,Samtgemeinde Zeven,27404,04281,12133.0,74.0,ROW,Stadt,6.0,363.0,
2402,16439,03358008,BAD FALLINGBOSTEL,Bad Fallingbostel,52.8670367866708,9.6955797195435,,29683,05162,11808.0,63.0,SFA,Stadt,6.0,366.0,
2410,21222,03358016,MUNSTER,"Munster, Örtze",52.98887,10.0891300000001,,29633,05192,17845.0,193.0,SFA,Stadt,6.0,366.0,
2412,23015,03358018,RETHEM,Rethem (Aller),52.785180000000004,9.37835999999993,Samtgemeinde Rethem (Aller),27336,05165,2509.0,34.0,SFA,Stadt,6.0,366.0,
2413,23829,03358019,SCHNEVERDINGEN,Schneverdingen,53.11642,9.792010000000001,,29640,05193,18931.0,235.0,SFA,Stadt,6.0,366.0,
2415,24345,03358021,SOLTAU,Soltau,52.984140000000004,9.84249,,29614,05191,22032.0,203.0,SFA,Stadt,6.0,366.0,
2416,25651,03358022,WALSRODE,Walsrode,52.861909999999995,9.592809999999991,,29664,05161,24373.0,271.0,SFA,Stadt,6.0,366.0,
2428,15253,03359010,BUXTEHUDE,Buxtehude,53.476319999999994,9.70545,,21614,04161,37901.0,76.0,STD,Stadt,6.0,376.0,
2456,24432,03359038,STADE,"Stade, Niederelbe",53.5993,9.47433,,"21682,21680,21683,21684",04141,45682.0,110.0,STD,Stadt,6.0,376.0,
2461,13875,03360002,BAD BEVENSEN,Bad Bevensen,53.07956,10.582180000000001,Samtgemeinde Bevensen,29549,05821,8852.0,48.0,UE,Stadt,6.0,369.0,
2484,25186,03360025,UELZEN,"Uelzen, Lüneburger Heide",52.96601,10.55776,,29525,0581,35203.0,136.0,UE,Stadt,6.0,369.0,
2490,13373,03361001,ACHIM,Achim bei Bremen,53.01094499999999,9.037355,,28832,04202,30092.0,68.0,VER,Stadt,6.0,372.0,
2501,25375,03361012,VERDEN,Verden (Aller),52.92514,9.23824999999999,,27283,04231,26899.0,72.0,VER,Stadt,6.0,372.0,
2503,600,03401,DELMENHORST,Delmenhorst,53.052459999999996,8.63308000000006,,,,,62.0,DEL,Stadt,5.0,178.0,
2504,15498,03401000,DELMENHORST,Delmenhorst,53.05226999999999,8.63375999999994,,"27749,27751,27753,27755",04221,76094.0,62.0,DEL,Stadt,6.0,600.0,
2505,603,03402,EMDEN,Emden,53.36034,7.204920000000019,,,,,112.0,EMD,Stadt,5.0,178.0,
2506,16173,03402000,EMDEN,"Emden, Ostfriesland",53.36034,7.204920000000019,,"26721,26723,26725",04921,51670.0,112.0,EMD,Stadt,6.0,603.0,
2507,606,03403,OLDENBURG,Oldenburg (Oldenburg),53.150130000000004,8.209830000000009,,,,,103.0,OL,Stadt,5.0,178.0,
