ID,DATE,ELEMENT,VALUE,MFLAG,QFLAG,SFLAG,OBSTIME,ID,LATITUDE,LONGITUDE,ELEVATION,STATE,NAME,GSN_FLAG,HCN_CRN_FLAG,WMO_ID,COLUMN_9,COLUMN_10,COLUMN_11,COLUMN_12
"AR000875850","20190107","TMAX","282","","","S","","AR000875850","-345.830","-584.830","25.0","BUENOS","AIRES","OBSERV","87585","","","","",""
"AR000875850","20190109","TMAX","310","","","S","","AR000875850","-345.830","-584.830","25.0","BUENOS","AIRES","OBSERV","87585","","","","",""
"AR000877500","20190110","TMAX","250","","","S","","AR000877500","-387.330","-621.670","75.0","BAHIA","BLANCA","AERO","GSN","87750","","","",""
"AR000877500","20190101","TMAX","323","","","S","","AR000877500","-387.330","-621.670","75.0","BAHIA","BLANCA","AERO","GSN","87750","","","",""
"AR000877500","20190102","TMAX","268","","","S","","AR000877500","-387.330","-621.670","75.0","BAHIA","BLANCA","AERO","GSN","87750","","","",""
"AR000877500","20190106","TMAX","356","","","S","","AR000877500","-387.330","-621.670","75.0","BAHIA","BLANCA","AERO","GSN","87750","","","",""
"AR000877500","20190108","TMAX","329","","","S","","AR000877500","-387.330","-621.670","75.0","BAHIA","BLANCA","AERO","GSN","87750","","","",""
"AR000877500","20190109","TMAX","271","","","S","","AR000877500","-387.330","-621.670","75.0","BAHIA","BLANCA","AERO","GSN","87750","","","",""
"ARM00087016","20190111","TMAX","285","","","S","","ARM00087016","-231.530","-643.290","356.0","ORAN","87016","","","","","","",""
"ARM00087016","20190103","TMAX","374","","","S","","ARM00087016","-231.530","-643.290","356.0","ORAN","87016","","","","","","",""
"ARM00087016","20190107","TMAX","350","","","S","","ARM00087016","-231.530","-643.290","356.0","ORAN","87016","","","","","","",""
"ARM00087016","20190109","TMAX","319","","","S","","ARM00087016","-231.530","-643.290","356.0","ORAN","87016","","","","","","",""
"ARM00087016","20190110","TMAX","325","","","S","","ARM00087016","-231.530","-643.290","356.0","ORAN","87016","","","","","","",""
"ARM00087022","20190111","TMAX","293","","","S","","ARM00087022","-226.200","-637.940","449.0","GENERAL","ENRIQUE","MOSCONI","TARTA","87022","","","",""
"ARM00087022","20190103","TMAX","370","","","S","","ARM00087022","-226.200","-637.940","449.0","GENERAL","ENRIQUE","MOSCONI","TARTA","87022","","","",""
"ARM00087022","20190104","TMAX","300","","","S","","ARM00087022","-226.200","-637.940","449.0","GENERAL","ENRIQUE","MOSCONI","TARTA","87022","","","",""
"ARM00087022","20190107","TMAX","332","","","S","","ARM00087022","-226.200","-637.940","449.0","GENERAL","ENRIQUE","MOSCONI","TARTA","87022","","","",""
"ARM00087022","20190109","TMAX","325","","","S","","ARM00087022","-226.200","-637.940","449.0","GENERAL","ENRIQUE","MOSCONI","TARTA","87022","","","",""
"ARM00087022","20190110","TMAX","318","","","S","","ARM00087022","-226.200","-637.940","449.0","GENERAL","ENRIQUE","MOSCONI","TARTA","87022","","","",""
"ARM00087046","20190111","TMAX","234","","","S","","ARM00087046","-243.930","-650.980","920.2","JUJUY","87046","","","","","","",""
"ARM00087046","20190101","TMAX","301","","","S","","ARM00087046","-243.930","-650.980","920.2","JUJUY","87046","","","","","","",""
"ARM00087046","20190103","TMAX","335","","","S","","ARM00087046","-243.930","-650.980","920.2","JUJUY","87046","","","","","","",""
"ARM00087046","20190107","TMAX","321","","","S","","ARM00087046","-243.930","-650.980","920.2","JUJUY","87046","","","","","","",""
"ARM00087046","20190110","TMAX","321","","","S","","ARM00087046","-243.930","-650.980","920.2","JUJUY","87046","","","","","","",""
"ARM00087121","20190111","TMAX","230","","","S","","ARM00087121","-268.410","-651.050","455.7","TENIENTE","BENJAMIN","MATIENZO","87121","","","","",""
"ARM00087121","20190103","TMAX","379","","","S","","ARM00087121","-268.410","-651.050","455.7","TENIENTE","BENJAMIN","MATIENZO","87121","","","","",""
"ARM00087121","20190107","TMAX","329","","","S","","ARM00087121","-268.410","-651.050","455.7","TENIENTE","BENJAMIN","MATIENZO","87121","","","","",""
"ARM00087121","20190109","TMAX","335","","","S","","ARM00087121","-268.410","-651.050","455.7","TENIENTE","BENJAMIN","MATIENZO","87121","","","","",""
"ARM00087121","20190110","TMAX","334","","","S","","ARM00087121","-268.410","-651.050","455.7","TENIENTE","BENJAMIN","MATIENZO","87121","","","","",""
"ARM00087148","20190110","TMAX","345","","","S","","ARM00087148","-267.330","-604.830","93.0","PRESIDENCIA","ROQUE","SAENZ","PENA","87148","","","",""
"ARM00087148","20190103","TMAX","366","","","S","","ARM00087148","-267.330","-604.830","93.0","PRESIDENCIA","ROQUE","SAENZ","PENA","87148","","","",""
"ARM00087148","20190104","TMAX","309","","","S","","ARM00087148","-267.330","-604.830","93.0","PRESIDENCIA","ROQUE","SAENZ","PENA","87148","","","",""
"ARM00087148","20190106","TMAX","330","","","S","","ARM00087148","-267.330","-604.830","93.0","PRESIDENCIA","ROQUE","SAENZ","PENA","87148","","","",""
"ARM00087148","20190107","TMAX","315","","","S","","ARM00087148","-267.330","-604.830","93.0","PRESIDENCIA","ROQUE","SAENZ","PENA","87148","","","",""
"ARM00087162","20190111","TMAX","302","","","S","","ARM00087162","-262.130","-582.280","59.1","FORMOSA","87162","","","","","","",""
"ARM00087162","20190102","TMAX","363","","","S","","ARM00087162","-262.130","-582.280","59.1","FORMOSA","87162","","","","","","",""
"ARM00087162","20190103","TMAX","360","","","S","","ARM00087162","-262.130","-582.280","59.1","FORMOSA","87162","","","","","","",""
"ARM00087162","20190104","TMAX","357","","","S","","ARM00087162","-262.130","-582.280","59.1","FORMOSA","87162","","","","","","",""
"ARM00087162","20190105","TMAX","302","","","S","","ARM00087162","-262.130","-582.280","59.1","FORMOSA","87162","","","","","","",""
"ARM00087162","20190107","TMAX","302","","","S","","ARM00087162","-262.130","-582.280","59.1","FORMOSA","87162","","","","","","",""
"ARM00087162","20190110","TMAX","346","","","S","","ARM00087162","-262.130","-582.280","59.1","FORMOSA","87162","","","","","","",""
"ARM00087166","20190110","TMAX","335","","","S","","ARM00087166","-274.460","-587.620","61.9","CORRIENTES","87166","","","","","","",""
"ARM00087166","20190103","TMAX","355","","","S","","ARM00087166","-274.460","-587.620","61.9","CORRIENTES","87166","","","","","","",""
"ARM00087166","20190104","TMAX","285","","","S","","ARM00087166","-274.460","-587.620","61.9","CORRIENTES","87166","","","","","","",""
"ARM00087166","20190106","TMAX","328","","","S","","ARM00087166","-274.460","-587.620","61.9","CORRIENTES","87166","","","","","","",""
"ARM00087166","20190107","TMAX","295","","","S","","ARM00087166","-274.460","-587.620","61.9","CORRIENTES","87166","","","","","","",""
"ARM00087178","20190110","TMAX","341","","","S","","ARM00087178","-273.860","-559.710","131.1","POSADAS","GSN","87178","","","","","",""
"ARM00087178","20190102","TMAX","360","","","S","","ARM00087178","-273.860","-559.710","131.1","POSADAS","GSN","87178","","","","","",""
"ARM00087178","20190103","TMAX","363","","","S","","ARM00087178","-273.860","-559.710","131.1","POSADAS","GSN","87178","","","","","",""
"ARM00087178","20190104","TMAX","334","","","S","","ARM00087178","-273.860","-559.710","131.1","POSADAS","GSN","87178","","","","","",""
"ARM00087178","20190106","TMAX","331","","","S","","ARM00087178","-273.860","-559.710","131.1","POSADAS","GSN","87178","","","","","",""
"ARM00087178","20190107","TMAX","315","","","S","","ARM00087178","-273.860","-559.710","131.1","POSADAS","GSN","87178","","","","","",""
"ARM00087222","20190110","TMAX","370","","","S","","ARM00087222","-285.960","-657.520","463.9","CATAMARCA","87222","","","","","","",""
"ARM00087222","20190107","TMAX","371","","","S","","ARM00087222","-285.960","-657.520","463.9","CATAMARCA","87222","","","","","","",""
"ARM00087222","20190108","TMAX","348","","","S","","ARM00087222","-285.960","-657.520","463.9","CATAMARCA","87222","","","","","","",""
"ARM00087222","20190109","TMAX","361","","","S","","ARM00087222","-285.960","-657.520","463.9","CATAMARCA","87222","","","","","","",""
"ARM00087244","20190110","TMAX","315","","","S","","ARM00087244","-299.000","-636.830","341.0","VILLA","MARIA","DEL","RIO","87244","","","",""
"ARM00087244","20190106","TMAX","318","","","S","","ARM00087244","-299.000","-636.830","341.0","VILLA","MARIA","DEL","RIO","87244","","","",""
"ARM00087244","20190107","TMAX","296","","","S","","ARM00087244","-299.000","-636.830","341.0","VILLA","MARIA","DEL","RIO","87244","","","",""
"ARM00087244","20190109","TMAX","315","","","S","","ARM00087244","-299.000","-636.830","341.0","VILLA","MARIA","DEL","RIO","87244","","","",""
"ARM00087289","20190109","TMAX","304","","","S","","ARM00087289","-296.890","-571.520","70.1","PASO","DE","LOS","LIBRES","GSN","87289","","",""
"ARM00087289","20190103","TMAX","360","","","S","","ARM00087289","-296.890","-571.520","70.1","PASO","DE","LOS","LIBRES","GSN","87289","","",""
"ARM00087289","20190107","TMAX","305","","","S","","ARM00087289","-296.890","-571.520","70.1","PASO","DE","LOS","LIBRES","GSN","87289","","",""
"ARM00087311","20190110","TMAX","310","","","S","","ARM00087311","-315.710","-684.180","597.1","SAN","JUAN","87311","","","","","",""
"ARM00087311","20190102","TMAX","390","","","S","","ARM00087311","-315.710","-684.180","597.1","SAN","JUAN","87311","","","","","",""
"ARM00087311","20190103","TMAX","333","","","S","","ARM00087311","-315.710","-684.180","597.1","SAN","JUAN","87311","","","","","",""
"ARM00087311","20190106","TMAX","385","","","S","","ARM00087311","-315.710","-684.180","597.1","SAN","JUAN","87311","","","","","",""
"ARM00087320","20190109","TMAX","363","","","S","","ARM00087320","-303.670","-662.830","461.0","CHAMICAL","AERO","87320","","","","","",""
"ARM00087320","20190103","TMAX","400","","","S","","ARM00087320","-303.670","-662.830","461.0","CHAMICAL","AERO","87320","","","","","",""
"ARM00087320","20190104","TMAX","280","","","S","","ARM00087320","-303.670","-662.830","461.0","CHAMICAL","AERO","87320","","","","","",""
"ARM00087320","20190106","TMAX","348","","","S","","ARM00087320","-303.670","-662.830","461.0","CHAMICAL","AERO","87320","","","","","",""
"ARM00087328","20190110","TMAX","326","","","S","","ARM00087328","-319.450","-651.460","583.7","VILLA","DOLORES","87328","","","","","",""
"ARM00087328","20190103","TMAX","375","","","S","","ARM00087328","-319.450","-651.460","583.7","VILLA","DOLORES","87328","","","","","",""
"ARM00087328","20190106","TMAX","344","","","S","","ARM00087328","-319.450","-651.460","583.7","VILLA","DOLORES","87328","","","","","",""
"ARM00087328","20190109","TMAX","335","","","S","","ARM00087328","-319.450","-651.460","583.7","VILLA","DOLORES","87328","","","","","",""
"ARM00087349","20190110","TMAX","241","","","S","","ARM00087349","-316.670","-638.830","338.0","PILAR","OBSERVATORIO","87349","","","","","",""
"ARM00087349","20190104","TMAX","283","","","S","","ARM00087349","-316.670","-638.830","338.0","PILAR","OBSERVATORIO","87349","","","","","",""
"ARM00087349","20190106","TMAX","322","","","S","","ARM00087349","-316.670","-638.830","338.0","PILAR","OBSERVATORIO","87349","","","","","",""
"ARM00087349","20190108","TMAX","305","","","S","","ARM00087349","-316.670","-638.830","338.0","PILAR","OBSERVATORIO","87349","","","","","",""
"ARM00087349","20190109","TMAX","295","","","S","","ARM00087349","-316.670","-638.830","338.0","PILAR","OBSERVATORIO","87349","","","","","",""
"ARM00087395","20190111","TMAX","258","","","S","","ARM00087395","-312.970","-579.970","34.1","COMODORO","PIERRESTEGUI","87395","","","","","",""
"ARM00087395","20190101","TMAX","339","","","S","","ARM00087395","-312.970","-579.970","34.1","COMODORO","PIERRESTEGUI","87395","","","","","",""
"ARM00087395","20190103","TMAX","374","","","S","","ARM00087395","-312.970","-579.970","34.1","COMODORO","PIERRESTEGUI","87395","","","","","",""
"ARM00087395","20190107","TMAX","292","","","S","","ARM00087395","-312.970","-579.970","34.1","COMODORO","PIERRESTEGUI","87395","","","","","",""
"ARM00087395","20190109","TMAX","308","","","S","","ARM00087395","-312.970","-579.970","34.1","COMODORO","PIERRESTEGUI","87395","","","","","",""
"ARM00087416","20190110","TMAX","291","","","S","","ARM00087416","-330.830","-684.170","653.0","SAN","MARTIN","87416","","","","","",""
"ARM00087416","20190101","TMAX","350","","","S","","ARM00087416","-330.830","-684.170","653.0","SAN","MARTIN","87416","","","","","",""
"ARM00087416","20190102","TMAX","370","","","S","","ARM00087416","-330.830","-684.170","653.0","SAN","MARTIN","87416","","","","","",""
"ARM00087416","20190106","TMAX","370","","","S","","ARM00087416","-330.830","-684.170","653.0","SAN","MARTIN","87416","","","","","",""
"ARM00087416","20190108","TMAX","332","","","S","","ARM00087416","-330.830","-684.170","653.0","SAN","MARTIN","87416","","","","","",""
"ARM00087416","20190109","TMAX","340","","","S","","ARM00087416","-330.830","-684.170","653.0","SAN","MARTIN","87416","","","","","",""
"ARM00087436","20190110","TMAX","225","","","S","","ARM00087436","-332.730","-663.560","709.9","SAN","LUIS","87436","","","","","",""
"ARM00087436","20190102","TMAX","354","","","S","","ARM00087436","-332.730","-663.560","709.9","SAN","LUIS","87436","","","","","",""
"ARM00087436","20190104","TMAX","325","","","S","","ARM00087436","-332.730","-663.560","709.9","SAN","LUIS","87436","","","","","",""
"ARM00087436","20190106","TMAX","339","","","S","","ARM00087436","-332.730","-663.560","709.9","SAN","LUIS","87436","","","","","",""
"ARM00087436","20190108","TMAX","322","","","S","","ARM00087436","-332.730","-663.560","709.9","SAN","LUIS","87436","","","","","",""
"ARM00087436","20190109","TMAX","318","","","S","","ARM00087436","-332.730","-663.560","709.9","SAN","LUIS","87436","","","","","",""
"ARM00087448","20190110","TMAX","225","","","S","","ARM00087448","-337.300","-653.870","484.9","VILLA","REYNOLDS","87448","","","","","",""
"ARM00087448","20190102","TMAX","361","","","S","","ARM00087448","-337.300","-653.870","484.9","VILLA","REYNOLDS","87448","","","","","",""
"ARM00087448","20190106","TMAX","359","","","S","","ARM00087448","-337.300","-653.870","484.9","VILLA","REYNOLDS","87448","","","","","",""
"ARM00087448","20190109","TMAX","300","","","S","","ARM00087448","-337.300","-653.870","484.9","VILLA","REYNOLDS","87448","","","","","",""
"ARM00087453","20190110","TMAX","218","","","S","","ARM00087453","-330.850","-642.610","420.9","RIO","CUARTO","AREA","DE","MATERIAL","87453","","",""
"ARM00087453","20190102","TMAX","332","","","S","","ARM00087453","-330.850","-642.610","420.9","RIO","CUARTO","AREA","DE","MATERIAL","87453","","",""
"ARM00087453","20190103","TMAX","366","","","S","","ARM00087453","-330.850","-642.610","420.9","RIO","CUARTO","AREA","DE","MATERIAL","87453","","",""
"ARM00087453","20190106","TMAX","310","","","S","","ARM00087453","-330.850","-642.610","420.9","RIO","CUARTO","AREA","DE","MATERIAL","87453","","",""
"ARM00087453","20190108","TMAX","286","","","S","","ARM00087453","-330.850","-642.610","420.9","RIO","CUARTO","AREA","DE","MATERIAL","87453","","",""
"ARM00087453","20190109","TMAX","280","","","S","","ARM00087453","-330.850","-642.610","420.9","RIO","CUARTO","AREA","DE","MATERIAL","87453","","",""
"ARM00087467","20190110","TMAX","260","","","S","","ARM00087467","-326.840","-621.580","110.0","MARCOS","JUAREZ","87467","","","","","",""
"ARM00087467","20190103","TMAX","370","","","S","","ARM00087467","-326.840","-621.580","110.0","MARCOS","JUAREZ","87467","","","","","",""
"ARM00087467","20190106","TMAX","307","","","S","","ARM00087467","-326.840","-621.580","110.0","MARCOS","JUAREZ","87467","","","","","",""
"ARM00087467","20190108","TMAX","305","","","S","","ARM00087467","-326.840","-621.580","110.0","MARCOS","JUAREZ","87467","","","","","",""
"ARM00087467","20190109","TMAX","295","","","S","","ARM00087467","-326.840","-621.580","110.0","MARCOS","JUAREZ","87467","","","","","",""
"ARM00087480","20190110","TMAX","293","","","S","","ARM00087480","-329.040","-607.850","25. Sep","ROSARIO","87480","","","","","","",""
"ARM00087480","20190103","TMAX","367","","","S","","ARM00087480","-329.040","-607.850","25. Sep","ROSARIO","87480","","","","","","",""
"ARM00087480","20190106","TMAX","302","","","S","","ARM00087480","-329.040","-607.850","25. Sep","ROSARIO","87480","","","","","","",""
"ARM00087480","20190108","TMAX","307","","","S","","ARM00087480","-329.040","-607.850","25. Sep","ROSARIO","87480","","","","","","",""
"ARM00087480","20190109","TMAX","308","","","S","","ARM00087480","-329.040","-607.850","25. Sep","ROSARIO","87480","","","","","","",""
"ARM00087497","20190110","TMAX","282","","","S","","ARM00087497","-330.100","-586.130","22. Sep","GUALEGUAYCHU","GSN","87497","","","","","",""
"ARM00087497","20190103","TMAX","340","","","S","","ARM00087497","-330.100","-586.130","22. Sep","GUALEGUAYCHU","GSN","87497","","","","","",""
"ARM00087497","20190106","TMAX","309","","","S","","ARM00087497","-330.100","-586.130","22. Sep","GUALEGUAYCHU","GSN","87497","","","","","",""
"ARM00087497","20190107","TMAX","308","","","S","","ARM00087497","-330.100","-586.130","22. Sep","GUALEGUAYCHU","GSN","87497","","","","","",""
"ARM00087497","20190109","TMAX","315","","","S","","ARM00087497","-330.100","-586.130","22. Sep","GUALEGUAYCHU","GSN","87497","","","","","",""
"ARM00087506","20190110","TMAX","248","","","S","","ARM00087506","-354.940","-695.740","1430.1","MALARGUE","GSN","87506","","","","","",""
"ARM00087506","20190101","TMAX","322","","","S","","ARM00087506","-354.940","-695.740","1430.1","MALARGUE","GSN","87506","","","","","",""
"ARM00087506","20190102","TMAX","327","","","S","","ARM00087506","-354.940","-695.740","1430.1","MALARGUE","GSN","87506","","","","","",""
"ARM00087506","20190103","TMAX","312","","","S","","ARM00087506","-354.940","-695.740","1430.1","MALARGUE","GSN","87506","","","","","",""
"ARM00087506","20190106","TMAX","346","","","S","","ARM00087506","-354.940","-695.740","1430.1","MALARGUE","GSN","87506","","","","","",""
"ARM00087506","20190107","TMAX","294","","","S","","ARM00087506","-354.940","-695.740","1430.1","MALARGUE","GSN","87506","","","","","",""
"ARM00087506","20190108","TMAX","276","","","S","","ARM00087506","-354.940","-695.740","1430.1","MALARGUE","GSN","87506","","","","","",""
"ARM00087506","20190109","TMAX","262","","","S","","ARM00087506","-354.940","-695.740","1430.1","MALARGUE","GSN","87506","","","","","",""
"ARM00087509","20190110","TMAX","267","","","S","","ARM00087509","-345.880","-684.030","752.9","SAN","RAFAEL","87509","","","","","",""
"ARM00087509","20190101","TMAX","345","","","S","","ARM00087509","-345.880","-684.030","752.9","SAN","RAFAEL","87509","","","","","",""
"ARM00087509","20190102","TMAX","338","","","S","","ARM00087509","-345.880","-684.030","752.9","SAN","RAFAEL","87509","","","","","",""
"ARM00087509","20190105","TMAX","354","","","S","","ARM00087509","-345.880","-684.030","752.9","SAN","RAFAEL","87509","","","","","",""
"ARM00087509","20190106","TMAX","370","","","S","","ARM00087509","-345.880","-684.030","752.9","SAN","RAFAEL","87509","","","","","",""
"ARM00087509","20190108","TMAX","310","","","S","","ARM00087509","-345.880","-684.030","752.9","SAN","RAFAEL","87509","","","","","",""
"ARM00087509","20190109","TMAX","310","","","S","","ARM00087509","-345.880","-684.030","752.9","SAN","RAFAEL","87509","","","","","",""
"ARM00087532","20190110","TMAX","265","","","S","","ARM00087532","-356.960","-637.580","139.9","GENERAL","PICO","87532","","","","","",""
"ARM00087532","20190103","TMAX","290","","","S","","ARM00087532","-356.960","-637.580","139.9","GENERAL","PICO","87532","","","","","",""
"ARM00087532","20190106","TMAX","267","","","S","","ARM00087532","-356.960","-637.580","139.9","GENERAL","PICO","87532","","","","","",""
"ARM00087532","20190108","TMAX","305","","","S","","ARM00087532","-356.960","-637.580","139.9","GENERAL","PICO","87532","","","","","",""
"ARM00087532","20190109","TMAX","290","","","S","","ARM00087532","-356.960","-637.580","139.9","GENERAL","PICO","87532","","","","","",""
"ARM00087548","20190110","TMAX","265","","","S","","ARM00087548","-345.460","-609.310","79.9","JUNIN","87548","","","","","","",""
"ARM00087548","20190102","TMAX","338","","","S","","ARM00087548","-345.460","-609.310","79.9","JUNIN","87548","","","","","","",""
"ARM00087548","20190103","TMAX","325","","","S","","ARM00087548","-345.460","-609.310","79.9","JUNIN","87548","","","","","","",""
"ARM00087548","20190105","TMAX","295","","","S","","ARM00087548","-345.460","-609.310","79.9","JUNIN","87548","","","","","","",""
"ARM00087548","20190106","TMAX","300","","","S","","ARM00087548","-345.460","-609.310","79.9","JUNIN","87548","","","","","","",""
"ARM00087548","20190108","TMAX","305","","","S","","ARM00087548","-345.460","-609.310","79.9","JUNIN","87548","","","","","","",""
"ARM00087548","20190109","TMAX","305","","","S","","ARM00087548","-345.460","-609.310","79.9","JUNIN","87548","","","","","","",""
"ARM00087563","20190106","TMAX","295","","","S","","ARM00087563","-360.670","-591.000","38.0","LAS","FLORES","87563","","","","","",""
"ARM00087576","20190110","TMAX","276","","","S","","ARM00087576","-348.220","-585.360","20. Apr","MINISTRO","PISTARINI","87576","","","","","",""
"ARM00087576","20190102","TMAX","330","","","S","","ARM00087576","-348.220","-585.360","20. Apr","MINISTRO","PISTARINI","87576","","","","","",""
"ARM00087576","20190103","TMAX","301","","","S","","ARM00087576","-348.220","-585.360","20. Apr","MINISTRO","PISTARINI","87576","","","","","",""
"ARM00087576","20190106","TMAX","305","","","S","","ARM00087576","-348.220","-585.360","20. Apr","MINISTRO","PISTARINI","87576","","","","","",""
"ARM00087576","20190109","TMAX","318","","","S","","ARM00087576","-348.220","-585.360","20. Apr","MINISTRO","PISTARINI","87576","","","","","",""
"ARM00087582","20190111","TMAX","240","","","S","","ARM00087582","-345.590","-584.160","05. Mai","AEROPARQUE","JORGE","NEWBERY","87582","","","","",""
"ARM00087582","20190102","TMAX","310","","","S","","ARM00087582","-345.590","-584.160","05. Mai","AEROPARQUE","JORGE","NEWBERY","87582","","","","",""
"ARM00087582","20190103","TMAX","301","","","S","","ARM00087582","-345.590","-584.160","05. Mai","AEROPARQUE","JORGE","NEWBERY","87582","","","","",""
"ARM00087582","20190106","TMAX","290","","","S","","ARM00087582","-345.590","-584.160","05. Mai","AEROPARQUE","JORGE","NEWBERY","87582","","","","",""
"ARM00087582","20190107","TMAX","285","","","S","","ARM00087582","-345.590","-584.160","05. Mai","AEROPARQUE","JORGE","NEWBERY","87582","","","","",""
"ARM00087582","20190109","TMAX","310","","","S","","ARM00087582","-345.590","-584.160","05. Mai","AEROPARQUE","JORGE","NEWBERY","87582","","","","",""
"ARM00087582","20190110","TMAX","303","","","S","","ARM00087582","-345.590","-584.160","05. Mai","AEROPARQUE","JORGE","NEWBERY","87582","","","","",""
"ARM00087593","20190110","TMAX","290","","","S","","ARM00087593","-349.720","-578.950","21. Sep","LA","PLATA","GSN","87593","","","","",""
"ARM00087593","20190102","TMAX","315","","","S","","ARM00087593","-349.720","-578.950","21. Sep","LA","PLATA","GSN","87593","","","","",""
"ARM00087593","20190103","TMAX","278","","","S","","ARM00087593","-349.720","-578.950","21. Sep","LA","PLATA","GSN","87593","","","","",""
"ARM00087593","20190105","TMAX","284","","","S","","ARM00087593","-349.720","-578.950","21. Sep","LA","PLATA","GSN","87593","","","","",""
"ARM00087593","20190106","TMAX","282","","","S","","ARM00087593","-349.720","-578.950","21. Sep","LA","PLATA","GSN","87593","","","","",""
"ARM00087593","20190107","TMAX","289","","","S","","ARM00087593","-349.720","-578.950","21. Sep","LA","PLATA","GSN","87593","","","","",""
"ARM00087593","20190109","TMAX","306","","","S","","ARM00087593","-349.720","-578.950","21. Sep","LA","PLATA","GSN","87593","","","","",""
"ARM00087641","20190110","TMAX","238","","","S","","ARM00087641","-368.330","-598.830","147.0","AZUL","AERO","87641","","","","","",""
"ARM00087641","20190101","TMAX","263","","","S","","ARM00087641","-368.330","-598.830","147.0","AZUL","AERO","87641","","","","","",""
"ARM00087641","20190102","TMAX","263","","","S","","ARM00087641","-368.330","-598.830","147.0","AZUL","AERO","87641","","","","","",""
"ARM00087641","20190103","TMAX","275","","","S","","ARM00087641","-368.330","-598.830","147.0","AZUL","AERO","87641","","","","","",""
"ARM00087641","20190106","TMAX","295","","","S","","ARM00087641","-368.330","-598.830","147.0","AZUL","AERO","87641","","","","","",""
"ARM00087641","20190108","TMAX","303","","","S","","ARM00087641","-368.330","-598.830","147.0","AZUL","AERO","87641","","","","","",""
"ARM00087641","20190109","TMAX","295","","","S","","ARM00087641","-368.330","-598.830","147.0","AZUL","AERO","87641","","","","","",""
"ARM00087645","20190110","TMAX","220","","","S","","ARM00087645","-372.370","-592.280","175.0","TANDIL","87645","","","","","","",""
"ARM00087645","20190101","TMAX","262","","","S","","ARM00087645","-372.370","-592.280","175.0","TANDIL","87645","","","","","","",""
"ARM00087645","20190102","TMAX","265","","","S","","ARM00087645","-372.370","-592.280","175.0","TANDIL","87645","","","","","","",""
"ARM00087645","20190103","TMAX","265","","","S","","ARM00087645","-372.370","-592.280","175.0","TANDIL","87645","","","","","","",""
"ARM00087645","20190105","TMAX","292","","","S","","ARM00087645","-372.370","-592.280","175.0","TANDIL","87645","","","","","","",""
"ARM00087645","20190106","TMAX","305","","","S","","ARM00087645","-372.370","-592.280","175.0","TANDIL","87645","","","","","","",""
"ARM00087645","20190107","TMAX","309","","","S","","ARM00087645","-372.370","-592.280","175.0","TANDIL","87645","","","","","","",""
"ARM00087645","20190108","TMAX","295","","","S","","ARM00087645","-372.370","-592.280","175.0","TANDIL","87645","","","","","","",""
"ARM00087645","20190109","TMAX","285","","","S","","ARM00087645","-372.370","-592.280","175.0","TANDIL","87645","","","","","","",""
"ARM00087648","20190110","TMAX","261","","","S","","ARM00087648","-363.500","-577.330","9.0","DOLORES","AIRPORT","87648","","","","","",""
"ARM00087648","20190102","TMAX","292","","","S","","ARM00087648","-363.500","-577.330","9.0","DOLORES","AIRPORT","87648","","","","","",""
"ARM00087648","20190103","TMAX","252","","","S","","ARM00087648","-363.500","-577.330","9.0","DOLORES","AIRPORT","87648","","","","","",""
"ARM00087648","20190106","TMAX","292","","","S","","ARM00087648","-363.500","-577.330","9.0","DOLORES","AIRPORT","87648","","","","","",""
"ARM00087648","20190107","TMAX","277","","","S","","ARM00087648","-363.500","-577.330","9.0","DOLORES","AIRPORT","87648","","","","","",""
"ARM00087648","20190109","TMAX","297","","","S","","ARM00087648","-363.500","-577.330","9.0","DOLORES","AIRPORT","87648","","","","","",""
"ARM00087765","20190111","TMAX","203","","","S","","ARM00087765","-411.510","-711.580","846.1","SAN","CARLOS","DE","BARILOCHE","87765","","","",""
"ARM00087765","20190101","TMAX","169","","","S","","ARM00087765","-411.510","-711.580","846.1","SAN","CARLOS","DE","BARILOCHE","87765","","","",""
"ARM00087765","20190102","TMAX","170","","","S","","ARM00087765","-411.510","-711.580","846.1","SAN","CARLOS","DE","BARILOCHE","87765","","","",""
"ARM00087765","20190105","TMAX","273","","","S","","ARM00087765","-411.510","-711.580","846.1","SAN","CARLOS","DE","BARILOCHE","87765","","","",""
"ARM00087765","20190106","TMAX","269","","","S","","ARM00087765","-411.510","-711.580","846.1","SAN","CARLOS","DE","BARILOCHE","87765","","","",""
"ARM00087765","20190107","TMAX","191","","","S","","ARM00087765","-411.510","-711.580","846.1","SAN","CARLOS","DE","BARILOCHE","87765","","","",""
"ARM00087765","20190108","TMAX","154","","","S","","ARM00087765","-411.510","-711.580","846.1","SAN","CARLOS","DE","BARILOCHE","87765","","","",""
"ARM00087765","20190109","TMAX","120","","","S","","ARM00087765","-411.510","-711.580","846.1","SAN","CARLOS","DE","BARILOCHE","87765","","","",""
"ARM00087774","20190109","TMAX","177","","","S","","ARM00087774","-412.500","-687.330","888.0","MAQUINCHAO","87774","","","","","","",""
"ARM00087774","20190101","TMAX","270","","","S","","ARM00087774","-412.500","-687.330","888.0","MAQUINCHAO","87774","","","","","","",""
"ARM00087774","20190102","TMAX","243","","","S","","ARM00087774","-412.500","-687.330","888.0","MAQUINCHAO","87774","","","","","","",""
"ARM00087774","20190105","TMAX","292","","","S","","ARM00087774","-412.500","-687.330","888.0","MAQUINCHAO","87774","","","","","","",""
